{'n_target': 20000, 'pi_target': 0.2, 'iter': 15, 'acc-pilot-test': 0.9605000019073486, 'acc-pilot-train': 0.9975000023841858, 'acc-rw-test': 0.9555500149726868, 'acc-rw-train': 0.9805999994277954, 'acc-ls-test': 0.9717000126838684, 'acc-ls-train': 0.9744499921798706, 'gold-standard': 0.9739999771118164}
{'n_target': 1000, 'pi_target': 0.1, 'iter': 16, 'acc-pilot-test': 0.8849999904632568, 'acc-pilot-train': 0.9980999827384949, 'acc-rw-test': 0.9200000166893005, 'acc-rw-train': 0.9885500073432922, 'acc-ls-test': 0.9480000138282776, 'acc-ls-train': 0.9738500118255615, 'gold-standard': 0.9869999885559082}
{'n_target': 20000, 'pi_target': 0.4, 'iter': 17, 'acc-pilot-test': 0.9692500233650208, 'acc-pilot-train': 0.996150016784668, 'acc-rw-test': 0.9714000225067139, 'acc-rw-train': 0.9970999956130981, 'acc-ls-test': 0.9741500020027161, 'acc-ls-train': 0.9972500205039978, 'gold-standard': 0.9779999852180481}
{'n_target': 1000, 'pi_target': 0.3, 'iter': 5, 'acc-pilot-test': 0.9610000252723694, 'acc-pilot-train': 0.996749997138977, 'acc-rw-test': 0.972000002861023, 'acc-rw-train': 0.9940000176429749, 'acc-ls-test': 0.9710000157356262, 'acc-ls-train': 0.9873499870300293, 'gold-standard': 0.9760000109672546}
{'n_target': 500, 'pi_target': 0.4, 'iter': 4, 'acc-pilot-test': 0.9679999947547913, 'acc-pilot-train': 0.9970999956130981, 'acc-rw-test': 0.9539999961853027, 'acc-rw-train': 0.9964500069618225, 'acc-ls-test': 0.9639999866485596, 'acc-ls-train': 0.9968000054359436, 'gold-standard': 0.9779999852180481}
{'n_target': 5000, 'pi_target': 0.4, 'iter': 11, 'acc-pilot-test': 0.977400004863739, 'acc-pilot-train': 0.9962499737739563, 'acc-rw-test': 0.973800003528595, 'acc-rw-train': 0.9957000017166138, 'acc-ls-test': 0.9787999987602234, 'acc-ls-train': 0.9939500093460083, 'gold-standard': 0.9789999723434448}
{'n_target': 1000, 'pi_target': 0.3, 'iter': 6, 'acc-pilot-test': 0.9710000157356262, 'acc-pilot-train': 0.9944999814033508, 'acc-rw-test': 0.972000002861023, 'acc-rw-train': 0.9940000176429749, 'acc-ls-test': 0.9810000061988831, 'acc-ls-train': 0.9876499772071838, 'gold-standard': 0.9610000252723694}
{'n_target': 10000, 'pi_target': 0.5, 'iter': 10, 'acc-pilot-test': 0.9699000120162964, 'acc-pilot-train': 0.9882500171661377, 'acc-rw-test': 0.9750000238418579, 'acc-rw-train': 0.9938499927520752, 'acc-ls-test': 0.9696000218391418, 'acc-ls-train': 0.9876999855041504, 'gold-standard': 0.9829999804496765}
{'n_target': 10000, 'pi_target': 0.1, 'iter': 11, 'acc-pilot-test': 0.8784000277519226, 'acc-pilot-train': 0.9987000226974487, 'acc-rw-test': 0.9409000277519226, 'acc-rw-train': 0.9916999936103821, 'acc-ls-test': 0.9470999836921692, 'acc-ls-train': 0.9875500202178955, 'gold-standard': 0.9879999756813049}
{'n_target': 20000, 'pi_target': 0.3, 'iter': 11, 'acc-pilot-test': 0.9742500185966492, 'acc-pilot-train': 0.9972000122070312, 'acc-rw-test': 0.9660999774932861, 'acc-rw-train': 0.9933500289916992, 'acc-ls-test': 0.9757500290870667, 'acc-ls-train': 0.9866999983787537, 'gold-standard': 0.9800000190734863}
{'n_target': 500, 'pi_target': 0.4, 'iter': 7, 'acc-pilot-test': 0.9760000109672546, 'acc-pilot-train': 0.9972000122070312, 'acc-rw-test': 0.9760000109672546, 'acc-rw-train': 0.9854999780654907, 'acc-ls-test': 0.9760000109672546, 'acc-ls-train': 0.9954000115394592, 'gold-standard': 0.9620000123977661}
{'n_target': 10000, 'pi_target': 0.5, 'iter': 8, 'acc-pilot-test': 0.9685999751091003, 'acc-pilot-train': 0.9896000027656555, 'acc-rw-test': 0.9776999950408936, 'acc-rw-train': 0.9962000250816345, 'acc-ls-test': 0.9685999751091003, 'acc-ls-train': 0.9896000027656555, 'gold-standard': 0.9789999723434448}
{'n_target': 10000, 'pi_target': 0.4, 'iter': 16, 'acc-pilot-test': 0.9739999771118164, 'acc-pilot-train': 0.9958500266075134, 'acc-rw-test': 0.9724000096321106, 'acc-rw-train': 0.9952499866485596, 'acc-ls-test': 0.9747999906539917, 'acc-ls-train': 0.9946500062942505, 'gold-standard': 0.9800000190734863}
{'n_target': 10000, 'pi_target': 0.3, 'iter': 7, 'acc-pilot-test': 0.9625999927520752, 'acc-pilot-train': 0.99795001745224, 'acc-rw-test': 0.9688000082969666, 'acc-rw-train': 0.9934499859809875, 'acc-ls-test': 0.972599983215332, 'acc-ls-train': 0.9976500272750854, 'gold-standard': 0.9810000061988831}
{'n_target': 20000, 'pi_target': 0.4, 'iter': 19, 'acc-pilot-test': 0.9753999710083008, 'acc-pilot-train': 0.9975500106811523, 'acc-rw-test': 0.9741500020027161, 'acc-rw-train': 0.9977499842643738, 'acc-ls-test': 0.9753999710083008, 'acc-ls-train': 0.9953500032424927, 'gold-standard': 0.9710000157356262}
{'n_target': 10000, 'pi_target': 0.1, 'iter': 5, 'acc-pilot-test': 0.8935999870300293, 'acc-pilot-train': 0.9986500144004822, 'acc-rw-test': 0.9373999834060669, 'acc-rw-train': 0.9780499935150146, 'acc-ls-test': 0.9430000185966492, 'acc-ls-train': 0.989549994468689, 'gold-standard': 0.9800000190734863}
{'n_target': 10000, 'pi_target': 0.1, 'iter': 6, 'acc-pilot-test': 0.8644999861717224, 'acc-pilot-train': 0.9952999949455261, 'acc-rw-test': 0.9455000162124634, 'acc-rw-train': 0.9535499811172485, 'acc-ls-test': 0.9545999765396118, 'acc-ls-train': 0.949150025844574, 'gold-standard': 0.9750000238418579}
{'n_target': 500, 'pi_target': 0.3, 'iter': 18, 'acc-pilot-test': 0.9620000123977661, 'acc-pilot-train': 0.994700014591217, 'acc-rw-test': 0.9580000042915344, 'acc-rw-train': 0.9861000180244446, 'acc-ls-test': 0.9760000109672546, 'acc-ls-train': 0.977150022983551, 'gold-standard': 0.9750000238418579}
{'n_target': 10000, 'pi_target': 0.3, 'iter': 1, 'acc-pilot-test': 0.9711999893188477, 'acc-pilot-train': 0.9983500242233276, 'acc-rw-test': 0.9653000235557556, 'acc-rw-train': 0.9964500069618225, 'acc-ls-test': 0.9793000221252441, 'acc-ls-train': 0.9927499890327454, 'gold-standard': 0.9739999771118164}
