{'n_target': 20000, 'pi_target': 0.2, 'iter': 15, 'acc-pilot-test': 0.9531999826431274, 'acc-pilot-train': 0.9971500039100647, 'acc-rw-test': 0.9491999745368958, 'acc-rw-train': 0.9873499870300293, 'acc-ls-test': 0.9506499767303467, 'acc-ls-train': 0.9954500198364258, 'gold-standard': 0.9900000095367432}
{'n_target': 1000, 'pi_target': 0.1, 'iter': 16, 'acc-pilot-test': 0.8640000224113464, 'acc-pilot-train': 0.9975500106811523, 'acc-rw-test': 0.9190000295639038, 'acc-rw-train': 0.9929500222206116, 'acc-ls-test': 0.9570000171661377, 'acc-ls-train': 0.9768999814987183, 'gold-standard': 0.9860000014305115}
{'n_target': 20000, 'pi_target': 0.4, 'iter': 17, 'acc-pilot-test': 0.9743000268936157, 'acc-pilot-train': 0.9962000250816345, 'acc-rw-test': 0.9712499976158142, 'acc-rw-train': 0.9973499774932861, 'acc-ls-test': 0.9785000085830688, 'acc-ls-train': 0.9981499910354614, 'gold-standard': 0.9760000109672546}
{'n_target': 1000, 'pi_target': 0.3, 'iter': 5, 'acc-pilot-test': 0.9670000076293945, 'acc-pilot-train': 0.9987499713897705, 'acc-rw-test': 0.972000002861023, 'acc-rw-train': 0.9995999932289124, 'acc-ls-test': 0.9610000252723694, 'acc-ls-train': 0.9937999844551086, 'gold-standard': 0.9739999771118164}
{'n_target': 5000, 'pi_target': 0.4, 'iter': 11, 'acc-pilot-test': 0.9697999954223633, 'acc-pilot-train': 0.9944000244140625, 'acc-rw-test': 0.9769999980926514, 'acc-rw-train': 0.99795001745224, 'acc-ls-test': 0.9782000184059143, 'acc-ls-train': 0.9955499768257141, 'gold-standard': 0.9760000109672546}
{'n_target': 1000, 'pi_target': 0.3, 'iter': 6, 'acc-pilot-test': 0.9459999799728394, 'acc-pilot-train': 0.9923499822616577, 'acc-rw-test': 0.9729999899864197, 'acc-rw-train': 0.9945999979972839, 'acc-ls-test': 0.9789999723434448, 'acc-ls-train': 0.9994999766349792, 'gold-standard': 0.9789999723434448}
{'n_target': 10000, 'pi_target': 0.5, 'iter': 10, 'acc-pilot-test': 0.972599983215332, 'acc-pilot-train': 0.9973499774932861, 'acc-rw-test': 0.9750000238418579, 'acc-rw-train': 0.9937000274658203, 'acc-ls-test': 0.9757999777793884, 'acc-ls-train': 0.9918500185012817, 'gold-standard': 0.9850000143051147}
{'n_target': 10000, 'pi_target': 0.1, 'iter': 11, 'acc-pilot-test': 0.8808000087738037, 'acc-pilot-train': 0.9976500272750854, 'acc-rw-test': 0.9136000275611877, 'acc-rw-train': 0.9969000220298767, 'acc-ls-test': 0.9279999732971191, 'acc-ls-train': 0.9977999925613403, 'gold-standard': 0.9819999933242798}
{'n_target': 20000, 'pi_target': 0.3, 'iter': 11, 'acc-pilot-test': 0.9661999940872192, 'acc-pilot-train': 0.9983000159263611, 'acc-rw-test': 0.9692500233650208, 'acc-rw-train': 0.9974499940872192, 'acc-ls-test': 0.9746500253677368, 'acc-ls-train': 0.9959499835968018, 'gold-standard': 0.9869999885559082}
{'n_target': 10000, 'pi_target': 0.5, 'iter': 8, 'acc-pilot-test': 0.9790999889373779, 'acc-pilot-train': 0.99795001745224, 'acc-rw-test': 0.9783999919891357, 'acc-rw-train': 0.9987000226974487, 'acc-ls-test': 0.9800000190734863, 'acc-ls-train': 0.9981499910354614, 'gold-standard': 0.9829999804496765}
{'n_target': 10000, 'pi_target': 0.4, 'iter': 16, 'acc-pilot-test': 0.9739999771118164, 'acc-pilot-train': 0.9979000091552734, 'acc-rw-test': 0.9782999753952026, 'acc-rw-train': 0.9963499903678894, 'acc-ls-test': 0.978600025177002, 'acc-ls-train': 0.9962499737739563, 'gold-standard': 0.9789999723434448}
{'n_target': 10000, 'pi_target': 0.3, 'iter': 7, 'acc-pilot-test': 0.9728999733924866, 'acc-pilot-train': 0.9952499866485596, 'acc-rw-test': 0.97079998254776, 'acc-rw-train': 0.9980499744415283, 'acc-ls-test': 0.9728999733924866, 'acc-ls-train': 0.9804499745368958, 'gold-standard': 0.9739999771118164}
{'n_target': 20000, 'pi_target': 0.4, 'iter': 19, 'acc-pilot-test': 0.9741500020027161, 'acc-pilot-train': 0.99795001745224, 'acc-rw-test': 0.9746500253677368, 'acc-rw-train': 0.9937499761581421, 'acc-ls-test': 0.9761499762535095, 'acc-ls-train': 0.9962999820709229, 'gold-standard': 0.9769999980926514}
{'n_target': 10000, 'pi_target': 0.1, 'iter': 5, 'acc-pilot-test': 0.885699987411499, 'acc-pilot-train': 0.9969499707221985, 'acc-rw-test': 0.9413999915122986, 'acc-rw-train': 0.9947500228881836, 'acc-ls-test': 0.953000009059906, 'acc-ls-train': 0.9848499894142151, 'gold-standard': 0.9810000061988831}
{'n_target': 10000, 'pi_target': 0.1, 'iter': 6, 'acc-pilot-test': 0.8938999772071838, 'acc-pilot-train': 0.9988999962806702, 'acc-rw-test': 0.8977000117301941, 'acc-rw-train': 0.9939000010490417, 'acc-ls-test': 0.9484000205993652, 'acc-ls-train': 0.9520000219345093, 'gold-standard': 0.9909999966621399}
{'n_target': 10000, 'pi_target': 0.3, 'iter': 1, 'acc-pilot-test': 0.9602000117301941, 'acc-pilot-train': 0.996399998664856, 'acc-rw-test': 0.9610999822616577, 'acc-rw-train': 0.9973999857902527, 'acc-ls-test': 0.9750999808311462, 'acc-ls-train': 0.9889000058174133, 'gold-standard': 0.9789999723434448}
{'n_target': 20000, 'pi_target': 0.2, 'iter': 12, 'acc-pilot-test': 0.9430000185966492, 'acc-pilot-train': 0.9962499737739563, 'acc-rw-test': 0.9483500123023987, 'acc-rw-train': 0.9935500025749207, 'acc-ls-test': 0.9674999713897705, 'acc-ls-train': 0.9763000011444092, 'gold-standard': 0.9810000061988831}
{'n_target': 20000, 'pi_target': 0.5, 'iter': 14, 'acc-pilot-test': 0.97079998254776, 'acc-pilot-train': 0.9959499835968018, 'acc-rw-test': 0.9754999876022339, 'acc-rw-train': 0.9952999949455261, 'acc-ls-test': 0.9762499928474426, 'acc-ls-train': 0.9964500069618225, 'gold-standard': 0.9819999933242798}
{'n_target': 20000, 'pi_target': 0.3, 'iter': 15, 'acc-pilot-test': 0.9584500193595886, 'acc-pilot-train': 0.9973499774932861, 'acc-rw-test': 0.9574999809265137, 'acc-rw-train': 0.9956499934196472, 'acc-ls-test': 0.9673500061035156, 'acc-ls-train': 0.9937999844551086, 'gold-standard': 0.9850000143051147}
{'n_target': 5000, 'pi_target': 0.2, 'iter': 1, 'acc-pilot-test': 0.9372000098228455, 'acc-pilot-train': 0.996150016784668, 'acc-rw-test': 0.9531999826431274, 'acc-rw-train': 0.9947500228881836, 'acc-ls-test': 0.95660001039505, 'acc-ls-train': 0.9584000110626221, 'gold-standard': 0.9739999771118164}
{'n_target': 10000, 'pi_target': 0.2, 'iter': 16, 'acc-pilot-test': 0.9509000182151794, 'acc-pilot-train': 0.9983999729156494, 'acc-rw-test': 0.9699000120162964, 'acc-rw-train': 0.9854000210762024, 'acc-ls-test': 0.9689000248908997, 'acc-ls-train': 0.9898499846458435, 'gold-standard': 0.9819999933242798}
{'n_target': 20000, 'pi_target': 0.3, 'iter': 0, 'acc-pilot-test': 0.9627000093460083, 'acc-pilot-train': 0.9969000220298767, 'acc-rw-test': 0.9678500294685364, 'acc-rw-train': 0.9969499707221985, 'acc-ls-test': 0.9727500081062317, 'acc-ls-train': 0.994949996471405, 'gold-standard': 0.9670000076293945}
{'n_target': 5000, 'pi_target': 0.2, 'iter': 2, 'acc-pilot-test': 0.9549999833106995, 'acc-pilot-train': 0.9975500106811523, 'acc-rw-test': 0.9629999995231628, 'acc-rw-train': 0.9987499713897705, 'acc-ls-test': 0.9567999839782715, 'acc-ls-train': 0.9912499785423279, 'gold-standard': 0.9800000190734863}
{'n_target': 10000, 'pi_target': 0.3, 'iter': 12, 'acc-pilot-test': 0.9672999978065491, 'acc-pilot-train': 0.9980000257492065, 'acc-rw-test': 0.9595999717712402, 'acc-rw-train': 0.9982500076293945, 'acc-ls-test': 0.9732999801635742, 'acc-ls-train': 0.993149995803833, 'gold-standard': 0.984000027179718}
{'n_target': 1000, 'pi_target': 0.2, 'iter': 9, 'acc-pilot-test': 0.9440000057220459, 'acc-pilot-train': 0.9985499978065491, 'acc-rw-test': 0.9509999752044678, 'acc-rw-train': 0.9988999962806702, 'acc-ls-test': 0.9480000138282776, 'acc-ls-train': 0.9934999942779541, 'gold-standard': 0.9729999899864197}
{'n_target': 10000, 'pi_target': 0.3, 'iter': 13, 'acc-pilot-test': 0.9653000235557556, 'acc-pilot-train': 0.9972000122070312, 'acc-rw-test': 0.9682999849319458, 'acc-rw-train': 0.9964500069618225, 'acc-ls-test': 0.9747999906539917, 'acc-ls-train': 0.9947500228881836, 'gold-standard': 0.9800000190734863}
{'n_target': 20000, 'pi_target': 0.4, 'iter': 8, 'acc-pilot-test': 0.9652000069618225, 'acc-pilot-train': 0.9962999820709229, 'acc-rw-test': 0.9760500192642212, 'acc-rw-train': 0.9965000152587891, 'acc-ls-test': 0.965499997138977, 'acc-ls-train': 0.9975000023841858, 'gold-standard': 0.9789999723434448}
{'n_target': 5000, 'pi_target': 0.1, 'iter': 2, 'acc-pilot-test': 0.9151999950408936, 'acc-pilot-train': 0.9974499940872192, 'acc-rw-test': 0.9146000146865845, 'acc-rw-train': 0.9972000122070312, 'acc-ls-test': 0.9423999786376953, 'acc-ls-train': 0.9658499956130981, 'gold-standard': 0.9800000190734863}
{'n_target': 1000, 'pi_target': 0.5, 'iter': 15, 'acc-pilot-test': 0.9819999933242798, 'acc-pilot-train': 0.9977999925613403, 'acc-rw-test': 0.9800000190734863, 'acc-rw-train': 0.9965999722480774, 'acc-ls-test': 0.9769999980926514, 'acc-ls-train': 0.9958500266075134, 'gold-standard': 0.9729999899864197}
{'n_target': 10000, 'pi_target': 0.4, 'iter': 1, 'acc-pilot-test': 0.9753000140190125, 'acc-pilot-train': 0.994949996471405, 'acc-rw-test': 0.9769999980926514, 'acc-rw-train': 0.9983000159263611, 'acc-ls-test': 0.9789000153541565, 'acc-ls-train': 0.9912999868392944, 'gold-standard': 0.9769999980926514}
{'n_target': 5000, 'pi_target': 0.2, 'iter': 15, 'acc-pilot-test': 0.9326000213623047, 'acc-pilot-train': 0.9942499995231628, 'acc-rw-test': 0.9584000110626221, 'acc-rw-train': 0.996399998664856, 'acc-ls-test': 0.9656000137329102, 'acc-ls-train': 0.9948499798774719, 'gold-standard': 0.9739999771118164}
{'n_target': 1000, 'pi_target': 0.5, 'iter': 6, 'acc-pilot-test': 0.9700000286102295, 'acc-pilot-train': 0.9970499873161316, 'acc-rw-test': 0.9739999771118164, 'acc-rw-train': 0.9977999925613403, 'acc-ls-test': 0.9779999852180481, 'acc-ls-train': 0.9962000250816345, 'gold-standard': 0.9620000123977661}
{'n_target': 20000, 'pi_target': 0.1, 'iter': 18, 'acc-pilot-test': 0.9196500182151794, 'acc-pilot-train': 0.9966999888420105, 'acc-rw-test': 0.9240000247955322, 'acc-rw-train': 0.9926999807357788, 'acc-ls-test': 0.9595000147819519, 'acc-ls-train': 0.8964999914169312, 'gold-standard': 0.9800000190734863}
{'n_target': 10000, 'pi_target': 0.1, 'iter': 17, 'acc-pilot-test': 0.9007999897003174, 'acc-pilot-train': 0.9983999729156494, 'acc-rw-test': 0.9289000034332275, 'acc-rw-train': 0.9908999800682068, 'acc-ls-test': 0.9383999705314636, 'acc-ls-train': 0.9452000260353088, 'gold-standard': 0.9779999852180481}
{'n_target': 10000, 'pi_target': 0.5, 'iter': 16, 'acc-pilot-test': 0.9764000177383423, 'acc-pilot-train': 0.9958500266075134, 'acc-rw-test': 0.978600025177002, 'acc-rw-train': 0.9973999857902527, 'acc-ls-test': 0.9732999801635742, 'acc-ls-train': 0.9937499761581421, 'gold-standard': 0.9660000205039978}
{'n_target': 20000, 'pi_target': 0.4, 'iter': 13, 'acc-pilot-test': 0.972350001335144, 'acc-pilot-train': 0.9963499903678894, 'acc-rw-test': 0.9721999764442444, 'acc-rw-train': 0.9976500272750854, 'acc-ls-test': 0.9744499921798706, 'acc-ls-train': 0.9972500205039978, 'gold-standard': 0.9729999899864197}
{'n_target': 5000, 'pi_target': 0.3, 'iter': 6, 'acc-pilot-test': 0.9757999777793884, 'acc-pilot-train': 0.9980499744415283, 'acc-rw-test': 0.97079998254776, 'acc-rw-train': 0.9976500272750854, 'acc-ls-test': 0.9678000211715698, 'acc-ls-train': 0.9951500296592712, 'gold-standard': 0.9869999885559082}
{'n_target': 5000, 'pi_target': 0.4, 'iter': 17, 'acc-pilot-test': 0.975600004196167, 'acc-pilot-train': 0.9968500137329102, 'acc-rw-test': 0.9779999852180481, 'acc-rw-train': 0.9988999962806702, 'acc-ls-test': 0.9757999777793884, 'acc-ls-train': 0.994350016117096, 'gold-standard': 0.9750000238418579}
{'n_target': 1000, 'pi_target': 0.5, 'iter': 13, 'acc-pilot-test': 0.9819999933242798, 'acc-pilot-train': 0.9985499978065491, 'acc-rw-test': 0.9679999947547913, 'acc-rw-train': 0.9950500130653381, 'acc-ls-test': 0.9660000205039978, 'acc-ls-train': 0.994700014591217, 'gold-standard': 0.9729999899864197}
{'n_target': 5000, 'pi_target': 0.5, 'iter': 1, 'acc-pilot-test': 0.9715999960899353, 'acc-pilot-train': 0.9983500242233276, 'acc-rw-test': 0.9739999771118164, 'acc-rw-train': 0.9973499774932861, 'acc-ls-test': 0.97079998254776, 'acc-ls-train': 0.9941499829292297, 'gold-standard': 0.9750000238418579}
{'n_target': 5000, 'pi_target': 0.1, 'iter': 11, 'acc-pilot-test': 0.8962000012397766, 'acc-pilot-train': 0.9984999895095825, 'acc-rw-test': 0.925000011920929, 'acc-rw-train': 0.9979000091552734, 'acc-ls-test': 0.9282000064849854, 'acc-ls-train': 0.9930499792098999, 'gold-standard': 0.9850000143051147}
{'n_target': 20000, 'pi_target': 0.3, 'iter': 7, 'acc-pilot-test': 0.9728000164031982, 'acc-pilot-train': 0.99795001745224, 'acc-rw-test': 0.971750020980835, 'acc-rw-train': 0.9977499842643738, 'acc-ls-test': 0.9617499709129333, 'acc-ls-train': 0.9968500137329102, 'gold-standard': 0.9860000014305115}
{'n_target': 5000, 'pi_target': 0.3, 'iter': 18, 'acc-pilot-test': 0.9747999906539917, 'acc-pilot-train': 0.9983500242233276, 'acc-rw-test': 0.975600004196167, 'acc-rw-train': 0.9973499774932861, 'acc-ls-test': 0.9703999757766724, 'acc-ls-train': 0.9983999729156494, 'gold-standard': 0.9620000123977661}
